,index,cycle,ambient_temperature,datetime,capacity,battery
413,77,78,24,2008-05-05 20:40:08,1.641119179218384,B0007
414,78,79,24,2008-05-06 01:38:46,1.6315700789656966,B0007
415,79,80,24,2008-05-06 06:37:06,1.621213282987236,B0007
416,80,81,24,2008-05-06 11:25:21,1.6164273214762122,B0007
417,81,82,24,2008-05-06 16:23:36,1.615823510161921,B0007
418,82,83,24,2008-05-06 21:21:49,1.61672418029789,B0007
419,83,84,24,2008-05-07 02:17:25,1.6108655863730026,B0007
420,84,85,24,2008-05-07 07:04:02,1.6006603374309376,B0007
421,85,86,24,2008-05-07 12:01:49,1.5959174487005663,B0007
422,86,87,24,2008-05-07 16:59:29,1.5962179519462243,B0007
423,87,88,24,2008-05-07 21:56:09,1.5958065114633972,B0007
424,88,89,24,2008-05-08 02:53:49,1.5906507821480704,B0007
425,89,90,24,2008-05-09 12:25:07,1.6888211161855506,B0007
426,90,91,24,2008-05-09 20:28:09,1.6259938279733204,B0007
427,91,92,24,2008-05-10 01:21:56,1.6157433862812898,B0007
428,92,93,24,2008-05-10 06:18:12,1.6056626764846538,B0007
429,93,94,24,2008-05-10 11:16:04,1.5949746921524348,B0007
430,94,95,24,2008-05-10 16:11:56,1.5904102438871945,B0007
431,95,96,24,2008-05-10 21:07:54,1.5853517062988178,B0007
432,96,97,24,2008-05-11 02:05:21,1.5799737147242376,B0007
433,97,98,24,2008-05-11 06:55:27,1.5752185465278068,B0007
434,98,99,24,2008-05-11 11:52:47,1.569798484648868,B0007
435,99,100,24,2008-05-11 16:49:58,1.5702565375950357,B0007
436,100,101,24,2008-05-11 21:47:12,1.565249873909438,B0007
437,101,102,24,2008-05-12 02:36:58,1.559633933561147,B0007
438,102,103,24,2008-05-12 12:56:34,1.5649820533392105,B0007
439,103,104,24,2008-05-12 18:59:59,1.57497949984227,B0007
440,104,105,24,2008-05-12 23:53:17,1.5652811168780458,B0007
441,105,106,24,2008-05-13 04:35:25,1.559755497470126,B0007
442,106,107,24,2008-05-13 09:24:04,1.549897685670499,B0007
443,107,108,24,2008-05-13 14:20:24,1.5438771531345021,B0007
444,108,109,24,2008-05-13 19:04:20,1.5450187488690073,B0007
445,109,110,24,2008-05-13 23:59:26,1.5445940154102908,B0007
446,110,111,24,2008-05-14 04:55:57,1.5343086721758876,B0007
447,111,112,24,2008-05-14 09:52:22,1.5287603942958483,B0007
448,112,113,24,2008-05-14 14:35:22,1.5289260249179843,B0007
449,113,114,24,2008-05-14 19:31:39,1.529091650133123,B0007
450,114,115,24,2008-05-15 00:27:55,1.5239059324661248,B0007
451,115,116,24,2008-05-15 05:24:04,1.5186675419100615,B0007
452,116,117,24,2008-05-15 10:20:03,1.5136482266426952,B0007
453,117,118,24,2008-05-15 15:10:59,1.5136050185229033,B0007
454,118,119,24,2008-05-15 19:56:47,1.5139470614867965,B0007
455,119,120,24,2008-05-16 16:54:59,1.5339599193158786,B0007
456,120,121,24,2008-05-16 21:37:39,1.5391372798653098,B0007
457,121,122,24,2008-05-17 02:32:13,1.5236247972838737,B0007
458,122,123,24,2008-05-17 07:25:19,1.5135813035589147,B0007
459,123,124,24,2008-05-17 12:21:15,1.5077850749847914,B0007
460,124,125,24,2008-05-17 17:15:37,1.5031960676037333,B0007
461,125,126,24,2008-05-17 22:10:51,1.4978220596995881,B0007
462,126,127,24,2008-05-18 03:05:19,1.492848534633516,B0007
463,127,128,24,2008-05-18 08:00:50,1.492414389867026,B0007
464,128,129,24,2008-05-18 12:44:48,1.487482776538081,B0007
465,129,130,24,2008-05-18 17:36:29,1.482535148640411,B0007
466,130,131,24,2008-05-18 22:31:45,1.4827874322228984,B0007
467,131,132,24,2008-05-19 03:27:07,1.476971179775059,B0007
468,132,133,24,2008-05-19 15:34:33,1.4819015554137276,B0007
469,133,134,24,2008-05-19 20:59:48,1.4981366198874824,B0007
470,134,135,24,2008-05-20 01:16:42,1.4820775214392872,B0007
471,135,136,24,2008-05-20 06:12:06,1.4771155312812152,B0007
472,136,137,24,2008-05-20 11:07:23,1.4720772783056488,B0007
473,137,138,24,2008-05-20 15:57:27,1.472248013656454,B0007
474,138,139,24,2008-05-20 20:50:39,1.4670106672274665,B0007
475,139,140,24,2008-05-21 01:39:38,1.4617672495335379,B0007
476,140,141,24,2008-05-21 06:24:27,1.4566952670489708,B0007
477,141,142,24,2008-05-21 11:18:06,1.451354972758956,B0007
478,142,143,24,2008-05-21 16:10:21,1.451615926257375,B0007
479,143,144,24,2008-05-21 21:02:09,1.4468161332173683,B0007
480,144,145,24,2008-05-22 01:42:59,1.4467570607768785,B0007
481,145,146,24,2008-05-22 06:32:40,1.4413797481446793,B0007
482,146,147,24,2008-05-22 11:23:22,1.4362456252208178,B0007
483,147,148,24,2008-05-22 16:17:58,1.4368154153924828,B0007
484,148,149,24,2008-05-22 20:59:50,1.4362945145860047,B0007
485,149,150,24,2008-05-23 12:13:16,1.4418575315878015,B0007
486,150,151,24,2008-05-23 20:14:29,1.4672063484781797,B0007
487,151,152,24,2008-05-24 01:09:21,1.4518640367848885,B0007
488,152,153,24,2008-05-24 06:00:20,1.4471379752748499,B0007
489,153,154,24,2008-05-24 10:42:50,1.441790586562399,B0007
490,154,155,24,2008-05-24 15:31:10,1.431630947911111,B0007
491,155,156,24,2008-05-24 20:21:13,1.4318084249673686,B0007
492,156,157,24,2008-05-25 01:06:49,1.4262562585106868,B0007
493,157,158,24,2008-05-25 05:57:17,1.4260877528924913,B0007
494,158,159,24,2008-05-25 10:51:37,1.4212633510031694,B0007
495,159,160,24,2008-05-25 15:37:08,1.4163272748795108,B0007
496,160,161,24,2008-05-25 20:23:04,1.4165781829175994,B0007
497,161,162,24,2008-05-26 01:13:02,1.4108401729425177,B0007
498,162,163,24,2008-05-26 06:01:08,1.4109949628347804,B0007
499,163,164,24,2008-05-26 10:44:38,1.4061714290398801,B0007
500,164,165,24,2008-05-26 15:30:43,1.4063358479692922,B0007
501,165,166,24,2008-05-26 20:21:04,1.4004552399066514,B0007
502,166,167,24,2008-05-27 15:52:41,1.4217865046055154,B0007
503,167,168,24,2008-05-27 20:45:42,1.4324552720625434,B0007
504,0,1,24,2008-07-07 15:15:28,1.8550045207910817,B0018
505,1,2,24,2008-07-07 21:53:06,1.8431955317089987,B0018
506,2,3,24,2008-07-08 02:56:08,1.8396018424355423,B0018
507,3,4,24,2008-07-08 07:58:55,1.8306736044962053,B0018
508,4,5,24,2008-07-08 18:57:48,1.8327002069419656,B0018
509,5,6,24,2008-07-08 22:57:17,1.8285288846046388,B0018
510,6,7,24,2008-07-09 02:56:41,1.8212011895697924,B0018
511,7,8,24,2008-07-09 06:55:54,1.8151700106433282,B0018
512,8,9,24,2008-07-09 11:26:41,1.8042980520967649,B0018
513,9,10,24,2008-07-10 16:34:39,1.8231002302844226,B0018
514,10,11,24,2008-07-10 20:33:58,1.8121253520255494,B0018
515,11,12,24,2008-07-11 00:30:25,1.8046916382117766,B0018
516,12,13,24,2008-07-11 04:28:49,1.790844349786295,B0018
517,13,14,24,2008-07-11 08:59:08,1.783470722841926,B0018
518,14,15,24,2008-07-11 14:27:05,1.7809386125310702,B0018
519,15,16,24,2008-07-11 18:25:27,1.771209039672698,B0018
520,16,17,24,2008-07-11 22:22:05,1.7686303996707076,B0018
521,17,18,24,2008-07-12 02:18:11,1.7536304801917124,B0018
522,18,19,24,2008-07-12 06:45:43,1.7462197416415093,B0018
523,19,20,24,2008-07-12 11:15:36,1.7376647337053737,B0018
524,20,21,24,2008-07-12 15:13:28,1.7315166735475835,B0018
525,21,22,24,2008-07-12 18:52:45,1.7085949894470602,B0018
526,22,23,24,2008-07-12 22:50:29,1.711469957068211,B0018
527,23,24,24,2008-07-13 03:19:05,1.7075021373272627,B0018
528,24,25,24,2008-07-14 13:08:20,1.7492382064360228,B0018
529,25,26,24,2008-07-14 17:03:45,1.7327697147429955,B0018
530,26,27,24,2008-07-14 20:57:32,1.7222313328292376,B0018
531,27,28,24,2008-07-15 00:49:58,1.711846298984729,B0018
532,28,29,24,2008-07-15 05:14:47,1.699267835126687,B0018
533,29,30,24,2008-07-15 09:43:28,1.6940366439243106,B0018
534,30,31,24,2008-07-15 13:36:47,1.6819027078768087,B0018
535,31,32,24,2008-07-15 17:29:47,1.6769770618433686,B0018
536,32,33,24,2008-07-15 21:21:30,1.6655229306478936,B0018
537,33,34,24,2008-07-16 01:45:13,1.6571924575832084,B0018
538,34,35,24,2008-07-16 06:12:34,1.6482241555294048,B0018
539,35,36,24,2008-07-16 10:05:40,1.6387701497987262,B0018
540,36,37,24,2008-07-16 13:57:42,1.6276486907262062,B0018
541,37,38,24,2008-07-16 17:51:36,1.62215370227252,B0018
542,38,39,24,2008-07-16 22:13:57,1.6140066510467586,B0018
543,39,40,24,2008-07-18 17:28:12,1.6760516154424623,B0018
544,40,41,24,2008-07-18 21:19:44,1.649300642552199,B0018
545,41,42,24,2008-07-19 01:10:07,1.63238299185809,B0018
546,42,43,24,2008-07-19 05:01:04,1.6164159719025777,B0018
547,43,44,24,2008-07-19 09:25:29,1.6109028378249377,B0018
548,44,45,24,2008-07-19 13:53:00,1.5954638693695657,B0018
549,45,46,24,2008-07-29 18:34:27,1.726707440085764,B0018
550,46,47,24,2008-07-29 22:21:53,1.7165673917429753,B0018
551,47,48,24,2008-07-30 02:09:48,1.6958235570934848,B0018
552,48,49,24,2008-07-30 05:57:02,1.6777783190792557,B0018
553,49,50,24,2008-07-30 09:52:21,1.6606586897774192,B0018
554,50,51,24,2008-07-30 19:28:07,1.6664109274827466,B0018
555,51,52,24,2008-07-30 23:16:54,1.6468336174407805,B0018
556,52,53,24,2008-07-31 02:46:18,1.6257639928779952,B0018
557,53,54,24,2008-07-31 06:15:17,1.6121577411874595,B0018
558,54,55,24,2008-07-31 10:10:14,1.6057366823755344,B0018
559,55,56,24,2008-08-01 17:46:33,1.673645314879889,B0018
560,56,57,24,2008-08-01 21:32:12,1.6404348572349936,B0018
561,57,58,24,2008-08-02 01:17:09,1.6132653317422077,B0018
562,58,59,24,2008-08-02 05:03:55,1.5920964324686278,B0018
563,59,60,24,2008-08-02 09:26:51,1.5866011820698824,B0018
564,60,61,24,2008-08-02 13:55:03,1.5800766490336253,B0018
565,61,62,24,2008-08-02 17:41:59,1.5641732953289167,B0018
566,62,63,24,2008-08-02 21:29:24,1.555618272193922,B0018
567,63,64,24,2008-08-03 01:16:07,1.5402045278637397,B0018
568,64,65,24,2008-08-03 05:39:11,1.5321613015959863,B0018
569,65,66,24,2008-08-03 10:08:42,1.5316232403693415,B0018
570,66,67,24,2008-08-03 13:54:25,1.5222595950771978,B0018
571,67,68,24,2008-08-03 17:42:28,1.5065267126851283,B0018
572,68,69,24,2008-08-03 21:26:49,1.5014219556532926,B0018
573,69,70,24,2008-08-04 01:48:42,1.4963534117486457,B0018
574,70,71,24,2008-08-04 17:08:25,1.5334262000312422,B0018
575,71,72,24,2008-08-04 20:55:13,1.523845267514426,B0018
576,72,73,24,2008-08-05 00:41:24,1.5011920994261239,B0018
577,73,74,24,2008-08-05 04:27:50,1.492417671450291,B0018
578,74,75,24,2008-08-05 08:23:48,1.483323851940123,B0018
579,75,76,24,2008-08-05 12:50:42,1.4807376792294196,B0018
580,76,77,24,2008-08-05 16:36:12,1.4735077809902477,B0018
581,77,78,24,2008-08-05 20:21:46,1.46801928526661,B0018
582,78,79,24,2008-08-06 00:06:53,1.4580923557119019,B0018
583,79,80,24,2008-08-06 04:27:52,1.4478660988891399,B0018
584,80,81,24,2008-08-06 08:55:24,1.4527808777541982,B0018
585,81,82,24,2008-08-06 12:40:42,1.4425356364492432,B0018
586,82,83,24,2008-08-06 16:25:32,1.4392712877203313,B0018
587,83,84,24,2008-08-06 20:09:11,1.4286475681888218,B0018
588,84,85,24,2008-08-07 00:27:39,1.4249026750004896,B0018
589,85,86,24,2008-08-07 19:05:53,1.4698115324524124,B0018
590,86,87,24,2008-08-07 22:50:51,1.4525819651050202,B0018
591,87,88,24,2008-08-08 02:32:53,1.442834198908794,B0018
592,88,89,24,2008-08-08 06:16:47,1.428376058807949,B0018
593,89,90,24,2008-08-08 10:14:50,1.4154547844370715,B0018
594,90,91,24,2008-08-08 20:10:08,1.454576670077708,B0018
595,91,92,24,2008-08-08 23:54:01,1.4283179548274056,B0018
596,92,93,24,2008-08-09 03:37:06,1.4197026883204058,B0018
597,93,94,24,2008-08-09 07:19:59,1.4155606630306516,B0018
598,94,95,24,2008-08-09 11:36:57,1.405680035419228,B0018
599,95,96,24,2008-08-09 15:59:02,1.4084461071166137,B0018
600,96,97,24,2008-08-09 19:41:13,1.3968547782872414,B0018
601,97,98,24,2008-08-09 23:22:00,1.3935670371440676,B0018
602,98,99,24,2008-08-10 03:01:08,1.3893644292809475,B0018
603,99,100,24,2008-08-10 07:19:08,1.3785651415666713,B0018
604,100,101,24,2008-08-10 11:39:39,1.384901110085747,B0018
605,101,102,24,2008-08-10 15:21:25,1.3703251814242443,B0018
606,102,103,24,2008-08-10 19:01:07,1.3733464385229082,B0018
607,103,104,24,2008-08-10 22:40:10,1.3679487285504814,B0018
608,104,105,24,2008-08-11 02:53:19,1.3567141087089647,B0018
609,105,106,24,2008-08-14 13:04:49,1.4604310209194575,B0018
610,106,107,24,2008-08-14 16:49:56,1.4500998937104097,B0018
611,107,108,24,2008-08-14 20:29:23,1.4381406901824496,B0018
612,108,109,24,2008-08-15 00:08:59,1.4283681980964316,B0018
613,109,110,24,2008-08-15 03:59:10,1.4147874517552432,B0018
614,110,111,24,2008-08-15 08:19:52,1.413889163393182,B0018
615,111,112,24,2008-08-15 12:00:03,1.3989331662177225,B0018
616,112,113,24,2008-08-15 15:37:16,1.3953322584033976,B0018
617,113,114,24,2008-08-15 19:13:34,1.390046129540245,B0018
618,114,115,24,2008-08-15 23:27:04,1.3860271454209647,B0018
619,115,116,24,2008-08-16 03:52:55,1.388215260193751,B0018
620,116,117,24,2008-08-16 07:37:37,1.3761826562394497,B0018
621,117,118,24,2008-08-16 11:21:22,1.3647168898640165,B0018
622,118,119,24,2008-08-16 15:02:56,1.3589854739373584,B0018
623,119,120,24,2008-08-16 19:15:49,1.3462308764008801,B0018
624,120,121,24,2008-08-18 14:27:16,1.4268427818454643,B0018
625,121,122,24,2008-08-18 18:08:54,1.4064481483279663,B0018
626,122,123,24,2008-08-18 21:48:48,1.3934907492075153,B0018
627,123,124,24,2008-08-19 01:25:43,1.3882493512249316,B0018
628,124,125,24,2008-08-19 05:17:05,1.3701878338420928,B0018
629,125,126,24,2008-08-19 09:39:42,1.3796951665608619,B0018
630,126,127,24,2008-08-19 13:17:33,1.3686586323935683,B0018
631,127,128,24,2008-08-19 16:54:51,1.3627371779096438,B0018
632,128,129,24,2008-08-19 20:32:20,1.3634051133928073,B0018
633,129,130,24,2008-08-20 00:43:05,1.3518646035305233,B0018
634,130,131,24,2008-08-20 05:02:00,1.3547969729652622,B0018
635,131,132,24,2008-08-20 08:37:19,1.341051440640485,B0018
636,0,1,24,2009-02-13 23:12:28,1.847011162956716,B0025
637,1,2,24,2009-02-14 04:03:34,1.8485654344528386,B0025
638,2,3,24,2009-02-14 08:54:41,1.847111177186175,B0025
639,3,4,24,2009-02-14 13:45:23,1.8489837601535537,B0025
640,4,5,24,2009-02-14 18:35:40,1.8370120718560439,B0025
641,5,6,24,2009-02-18 10:48:58,1.817549211247137,B0025
642,6,7,24,2009-02-18 16:49:07,1.839863822522073,B0025
643,7,8,24,2009-02-19 00:52:49,1.8430595619731431,B0025
644,8,9,24,2009-02-19 05:38:57,1.8401871729536057,B0025
645,9,10,24,2009-02-19 10:25:15,1.8281265632888257,B0025
646,10,11,24,2009-02-20 09:44:26,1.8253563336445804,B0025
647,11,12,24,2009-02-20 15:43:26,1.8214180552626154,B0025
648,12,13,24,2009-02-20 20:27:00,1.830315627968932,B0025
649,13,14,24,2009-02-21 01:12:57,1.8175491643824844,B0025
650,14,15,24,2009-02-21 05:57:05,1.810901200296979,B0025
651,15,16,24,2009-02-21 10:42:44,1.8083032603084233,B0025
652,16,17,24,2009-03-02 16:30:34,1.7928016149381065,B0025
653,17,18,24,2009-03-02 22:19:45,1.812563150045885,B0025
654,18,19,24,2009-03-03 02:59:39,1.807772607491239,B0025
655,19,20,24,2009-03-03 07:39:07,1.8048055175003972,B0025
656,20,21,24,2009-03-03 12:18:51,1.800538555899242,B0025
657,21,22,24,2009-03-03 16:58:46,1.7942356098033032,B0025
658,22,23,24,2009-03-05 18:40:18,1.807409052434889,B0025
659,23,24,24,2009-03-05 23:20:01,1.7902504816962075,B0025
660,24,25,24,2009-03-06 04:00:25,1.7961223845359495,B0025
661,25,26,24,2009-03-06 08:39:37,1.7912236690350776,B0025
662,26,27,24,2009-03-06 13:20:49,1.7854822365303245,B0025
663,27,28,24,2009-03-19 10:34:54,1.7677890780323617,B0025
